source_book,recommended_book,genre,similarity
Switch: How to Change Things When Change Is Hard,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Non Fiction,0.9972194646590522
Switch: How to Change Things When Change Is Hard,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Non Fiction,0.9928285110506236
Switch: How to Change Things When Change Is Hard,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Non Fiction,0.9920771699559704
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Non Fiction,0.9906989918923371
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Non Fiction,0.9804539333588507
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,George Washington's Sacred Fire,Non Fiction,0.9762863959225574
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Life,Non Fiction,0.9758910772039457
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,The Litigators,Non Fiction,0.9746107406826452
The Five Dysfunctions of a Team: A Leadership Fable,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Non Fiction,0.9996699225796407
The Five Dysfunctions of a Team: A Leadership Fable,Arguing with Idiots: How to Stop Small Minds and Big Government,Non Fiction,0.9993157749053097
The Five Dysfunctions of a Team: A Leadership Fable,Going Rogue: An American Life,Non Fiction,0.9970930169343978
The Five Dysfunctions of a Team: A Leadership Fable,"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…",Non Fiction,0.9957756551313006
The Five Dysfunctions of a Team: A Leadership Fable,The Five Dysfunctions of a Team: A Leadership Fable,Non Fiction,0.9945030913317043
"Autobiography of Mark Twain, Vol. 1",The Paris Wife: A Novel,Non Fiction,0.9936109501458548
"Autobiography of Mark Twain, Vol. 1",The Lego Ideas Book: Unlock Your Imagination,Non Fiction,0.9933460712397683
"Autobiography of Mark Twain, Vol. 1",Women Food and God: An Unexpected Path to Almost Everything,Non Fiction,0.9931493257275558
"Autobiography of Mark Twain, Vol. 1","Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Non Fiction,0.9925197830884991
"Autobiography of Mark Twain, Vol. 1",The Confession: A Novel,Non Fiction,0.9905980560753196
"Broke: The Plan to Restore Our Trust, Truth and Treasure","Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Non Fiction,0.9758179453607376
"Broke: The Plan to Restore Our Trust, Truth and Treasure","Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Non Fiction,0.9708082861841758
"Broke: The Plan to Restore Our Trust, Truth and Treasure",Food Rules: An Eater's Manual,Non Fiction,0.969379151722096
"Broke: The Plan to Restore Our Trust, Truth and Treasure",Cutting for Stone,Non Fiction,0.9629805703486944
"Broke: The Plan to Restore Our Trust, Truth and Treasure","Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Non Fiction,0.962640569209094
"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Sookie Stackhouse,Non Fiction,0.9883413449749412
"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Non Fiction,0.9870796695086216
"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",The Big Short: Inside the Doomsday Machine,Non Fiction,0.9750592456385877
"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips","Towers of Midnight (Wheel of Time, Book Thirteen)",Non Fiction,0.9684478473970299
"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips","Mastering the Art of French Cooking, Vol. 2",Non Fiction,0.9569118326385408
The 5 Love Languages: The Secret to Love That Lasts,The 5 Love Languages: The Secret to Love That Lasts,Non Fiction,0.9910481077440417
The 5 Love Languages: The Secret to Love That Lasts,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Non Fiction,0.979047492144834
The 5 Love Languages: The Secret to Love That Lasts,Sookie Stackhouse,Non Fiction,0.9769218639777855
The 5 Love Languages: The Secret to Love That Lasts,"Mastering the Art of French Cooking, Vol. 2",Non Fiction,0.9762247200448927
The 5 Love Languages: The Secret to Love That Lasts,Watchmen,Non Fiction,0.9681647250404373
The Art of Racing in the Rain: A Novel,"Twilight (The Twilight Saga, Book 1)",Fiction,0.9985163624088482
The Art of Racing in the Rain: A Novel,The Art of Racing in the Rain: A Novel,Fiction,0.994731718197746
The Art of Racing in the Rain: A Novel,The Guernsey Literary and Potato Peel Pie Society,Fiction,0.9844929395948998
The Art of Racing in the Rain: A Novel,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Fiction,0.9750395878958462
The Art of Racing in the Rain: A Novel,The Help,Fiction,0.9690158743793191
The Confession: A Novel,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Fiction,0.9958549634295875
The Confession: A Novel,The Lego Ideas Book: Unlock Your Imagination,Fiction,0.9952043560473927
The Confession: A Novel,Olive Kitteridge,Fiction,0.9932212957165798
The Confession: A Novel,"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!",Fiction,0.992441732512511
The Confession: A Novel,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Fiction,0.9908090808363226
The Girl Who Played with Fire (Millennium Series),Eclipse (Twilight Sagas),Fiction,0.9971725863834332
The Girl Who Played with Fire (Millennium Series),Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Fiction,0.993864951747726
The Girl Who Played with Fire (Millennium Series),The Last Lecture,Fiction,0.9926094966039001
The Girl Who Played with Fire (Millennium Series),The Immortal Life of Henrietta Lacks,Fiction,0.9910867876057201
The Girl Who Played with Fire (Millennium Series),The Guernsey Literary and Potato Peel Pie Society,Fiction,0.9871437364834085
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Unbroken: A World War II Story of Survival, Resilience, and Redemption",Non Fiction,0.9916022792644852
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",The Hunger Games,Non Fiction,0.97077513982195
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Unbroken: A World War II Story of Survival, Resilience, and Redemption",Non Fiction,0.9608636938051671
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Catching Fire (The Hunger Games),Non Fiction,0.9525239504620855
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Catching Fire (The Hunger Games),Non Fiction,0.9522808624159149
Decision Points,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Non Fiction,0.9926294141004807
Decision Points,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Non Fiction,0.9861328028003693
Decision Points,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",Non Fiction,0.9830328302017777
Decision Points,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Non Fiction,0.9754768873252858
Decision Points,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Non Fiction,0.9731604723355785
"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",What to Expect When You're Expecting,Fiction,0.9965822361061379
"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Fiction,0.9904454446425917
"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Food Rules: An Eater's Manual,Fiction,0.983275394328823
"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)","Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Fiction,0.9821489773459281
"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Women Food and God: An Unexpected Path to Almost Everything,Fiction,0.9818595587963925
Sh*t My Dad Says,Radical: Taking Back Your Faith from the American Dream,Non Fiction,0.9927118744924309
Sh*t My Dad Says,"The Throne of Fire (The Kane Chronicles, Book 2)",Non Fiction,0.9873704904382915
Sh*t My Dad Says,Crazy Love: Overwhelmed by a Relentless God,Non Fiction,0.9850239612545622
Sh*t My Dad Says,Radical: Taking Back Your Faith from the American Dream,Non Fiction,0.9813923519628993
Sh*t My Dad Says,Crazy Love: Overwhelmed by a Relentless God,Non Fiction,0.9798477293261011
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Fiction,0.9938786792865069
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),The Girl Who Played with Fire (Millennium),Fiction,0.9936016795933562
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),The Immortal Life of Henrietta Lacks,Fiction,0.9931795351486266
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Diary of a Wimpy Kid: The Last Straw (Book 3),Fiction,0.9775854687271417
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Liberty and Tyranny: A Conservative Manifesto,Fiction,0.9775486467236016
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Non Fiction,0.9945404507120958
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Food Rules: An Eater's Manual,Non Fiction,0.9938791271195958
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,The Lego Ideas Book: Unlock Your Imagination,Non Fiction,0.9825529246811973
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,What to Expect When You're Expecting,Non Fiction,0.9817387054231834
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!",Non Fiction,0.978962364857703
"Delivering Happiness: A Path to Profits, Passion, and Purpose","The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",Non Fiction,0.9979911247019759
"Delivering Happiness: A Path to Profits, Passion, and Purpose",Switch: How to Change Things When Change Is Hard,Non Fiction,0.9928285110506236
"Delivering Happiness: A Path to Profits, Passion, and Purpose",Decision Points,Non Fiction,0.9926294141004807
"Delivering Happiness: A Path to Profits, Passion, and Purpose",One Thousand Gifts: A Dare to Live Fully Right Where You Are,Non Fiction,0.990723879328375
"Delivering Happiness: A Path to Profits, Passion, and Purpose",No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Non Fiction,0.9902794941609708
Good to Great: Why Some Companies Make the Leap and Others Don't,Good to Great: Why Some Companies Make the Leap and Others Don't,Non Fiction,0.9901359467760467
Good to Great: Why Some Companies Make the Leap and Others Don't,Drive: The Surprising Truth About What Motivates Us,Non Fiction,0.9885868716705365
Good to Great: Why Some Companies Make the Leap and Others Don't,True Compass: A Memoir,Non Fiction,0.9860095074358189
Good to Great: Why Some Companies Make the Leap and Others Don't,Good to Great: Why Some Companies Make the Leap and Others Don't,Non Fiction,0.9802127313058315
Good to Great: Why Some Companies Make the Leap and Others Don't,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Non Fiction,0.9777825380623906
The Five Dysfunctions of a Team: A Leadership Fable,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,Non Fiction,0.9972641195737276
The Five Dysfunctions of a Team: A Leadership Fable,The Five Dysfunctions of a Team: A Leadership Fable,Non Fiction,0.9898332804964272
The Five Dysfunctions of a Team: A Leadership Fable,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Non Fiction,0.9883200314800699
The Five Dysfunctions of a Team: A Leadership Fable,Arguing with Idiots: How to Stop Small Minds and Big Government,Non Fiction,0.9872223639401921
The Five Dysfunctions of a Team: A Leadership Fable,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,Non Fiction,0.9869668843170522
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Quiet: The Power of Introverts in a World That Can't Stop Talking,Non Fiction,0.998964001909393
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,The Power of Habit: Why We Do What We Do in Life and Business,Non Fiction,0.9971152490959215
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Thinking, Fast and Slow",Non Fiction,0.9917589118162594
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Non Fiction,0.9813486940120071
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Steve Jobs,Non Fiction,0.9768689723765062
A Dance with Dragons (A Song of Ice and Fire),Killing Jesus (Bill O'Reilly's Killing Series),Fiction,0.966168166984998
A Dance with Dragons (A Song of Ice and Fire),Olive Kitteridge,Fiction,0.9486673993432797
A Dance with Dragons (A Song of Ice and Fire),Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Fiction,0.9377621367162003
A Dance with Dragons (A Song of Ice and Fire),The Great Gatsby,Fiction,0.9324239157360679
A Dance with Dragons (A Song of Ice and Fire),Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Fiction,0.9264646000122353
11/22/63: A Novel,Inheritance: Book IV (Inheritance Cycle),Fiction,0.9858249161221274
11/22/63: A Novel,Steve Jobs,Fiction,0.9736665349320192
11/22/63: A Novel,Sookie Stackhouse,Fiction,0.9621437980445019
11/22/63: A Novel,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Fiction,0.9550702702734396
11/22/63: A Novel,George Washington's Sacred Fire,Fiction,0.9513571210643449
The 5 Love Languages: The Secret to Love That Lasts,The 5 Love Languages: The Secret to Love That Lasts,Non Fiction,0.9910481077440417
The 5 Love Languages: The Secret to Love That Lasts,The 5 Love Languages: The Secret to Love That Lasts,Non Fiction,0.9873767365280026
The 5 Love Languages: The Secret to Love That Lasts,Watchmen,Non Fiction,0.9797857516386477
The 5 Love Languages: The Secret to Love That Lasts,A Stolen Life: A Memoir,Non Fiction,0.9644811282351285
The 5 Love Languages: The Secret to Love That Lasts,The Book of Basketball: The NBA According to The Sports Guy,Non Fiction,0.9618733588959626
What to Expect When You're Expecting,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Non Fiction,0.9965822361061379
What to Expect When You're Expecting,Food Rules: An Eater's Manual,Non Fiction,0.9919251158124784
What to Expect When You're Expecting,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Non Fiction,0.9916861326058004
What to Expect When You're Expecting,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Non Fiction,0.9864411016587362
What to Expect When You're Expecting,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Non Fiction,0.9817387054231834
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Non Fiction,0.9876557793230936
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",The Litigators,Non Fiction,0.9853888414061002
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Non Fiction,0.9828301156303368
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Non Fiction,0.9818824904292692
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Non Fiction,0.9804539333588507
Go the F**k to Sleep,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Fiction,0.9753851068540969
Go the F**k to Sleep,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Fiction,0.9669965285362337
Go the F**k to Sleep,The Immortal Life of Henrietta Lacks,Fiction,0.9638023897188799
Go the F**k to Sleep,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Fiction,0.9628156254039231
Go the F**k to Sleep,The Help,Fiction,0.959400175663569
The Lego Ideas Book: Unlock Your Imagination,"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!",Non Fiction,0.996672204120366
The Lego Ideas Book: Unlock Your Imagination,The Confession: A Novel,Non Fiction,0.9952043560473927
The Lego Ideas Book: Unlock Your Imagination,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Non Fiction,0.9919362477721004
The Lego Ideas Book: Unlock Your Imagination,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Non Fiction,0.9880338699894141
The Lego Ideas Book: Unlock Your Imagination,"Autobiography of Mark Twain, Vol. 1",Non Fiction,0.9855170213643543
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived","Autobiography of Mark Twain, Vol. 1",Non Fiction,0.9925197830884991
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Little Bee: A Novel,Non Fiction,0.9921858122288362
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived","The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Non Fiction,0.9920720439864902
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Women Food and God: An Unexpected Path to Almost Everything,Non Fiction,0.9902534620382376
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived","The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Non Fiction,0.9901354842990167
The Art of Racing in the Rain: A Novel,The Art of Racing in the Rain: A Novel,Fiction,0.994731718197746
The Art of Racing in the Rain: A Novel,"Twilight (The Twilight Saga, Book 1)",Fiction,0.9899424461644295
The Art of Racing in the Rain: A Novel,The Help,Fiction,0.9870303272551852
The Art of Racing in the Rain: A Novel,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Fiction,0.9806755987731668
The Art of Racing in the Rain: A Novel,The Immortal Life of Henrietta Lacks,Fiction,0.9776429732967796
The Paris Wife: A Novel,"Autobiography of Mark Twain, Vol. 1",Fiction,0.9936109501458548
The Paris Wife: A Novel,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Fiction,0.9828700005487592
The Paris Wife: A Novel,The Lego Ideas Book: Unlock Your Imagination,Fiction,0.9803996756786104
The Paris Wife: A Novel,The Confession: A Novel,Fiction,0.980195917461561
The Paris Wife: A Novel,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Fiction,0.9777248367220737
The Official SAT Study Guide,The Official SAT Study Guide,Non Fiction,0.9952794335413847
The Official SAT Study Guide,The Official SAT Study Guide,Non Fiction,0.994598007557496
The Official SAT Study Guide,The Official SAT Study Guide,Non Fiction,0.9773902575821777
The Official SAT Study Guide,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Non Fiction,0.9589797011877611
The Official SAT Study Guide,"Publication Manual of the American Psychological Association, 6th Edition",Non Fiction,0.9570013628629649
"The Throne of Fire (The Kane Chronicles, Book 2)",Radical: Taking Back Your Faith from the American Dream,Fiction,0.9972509319146591
"The Throne of Fire (The Kane Chronicles, Book 2)",Sh*t My Dad Says,Fiction,0.9873704904382915
"The Throne of Fire (The Kane Chronicles, Book 2)",Radical: Taking Back Your Faith from the American Dream,Fiction,0.9869005634020619
"The Throne of Fire (The Kane Chronicles, Book 2)",Crazy Love: Overwhelmed by a Relentless God,Fiction,0.9637725278778588
"The Throne of Fire (The Kane Chronicles, Book 2)",Crazy Love: Overwhelmed by a Relentless God,Fiction,0.9558959770424184
The Litigators,Under the Dome: A Novel,Fiction,0.9890368111346487
The Litigators,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Fiction,0.9853888414061002
The Litigators,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Fiction,0.9837564237980617
The Litigators,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Fiction,0.9770987158999396
The Litigators,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Fiction,0.9746107406826452
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever","The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Non Fiction,0.9939812894271207
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever","Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Non Fiction,0.9920720439864902
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",StrengthsFinder 2.0,Non Fiction,0.9887094618041217
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",StrengthsFinder 2.0,Non Fiction,0.988686275589971
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",The Elegance of the Hedgehog,Non Fiction,0.9821457026983704
A Stolen Life: A Memoir,Killing Kennedy: The End of Camelot,Non Fiction,0.9940901415172497
A Stolen Life: A Memoir,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Non Fiction,0.9884086158131643
A Stolen Life: A Memoir,The Book of Basketball: The NBA According to The Sports Guy,Non Fiction,0.9839924416480075
A Stolen Life: A Memoir,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Non Fiction,0.9756202956641278
A Stolen Life: A Memoir,"Publication Manual of the American Psychological Association, 6th Edition",Non Fiction,0.9653386610309798
Mockingjay (The Hunger Games),Mockingjay (The Hunger Games),Fiction,0.9904783345375492
Mockingjay (The Hunger Games),Mockingjay (The Hunger Games),Fiction,0.9858492471199386
Mockingjay (The Hunger Games),Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),Fiction,0.9765195094366945
Mockingjay (The Hunger Games),Fifty Shades Darker,Fiction,0.9353999541342946
Mockingjay (The Hunger Games),The Book Thief,Fiction,0.8924255363434643
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Non Fiction,0.9862124667905856
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),"Oh, the Places You'll Go!",Non Fiction,0.9776208289990068
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),The Help,Non Fiction,0.9456028975418812
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Doctor Sleep: A Novel,Non Fiction,0.944346446907622
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),The Help,Non Fiction,0.9393721860902257
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),The Immortal Life of Henrietta Lacks,Non Fiction,0.9967711648810457
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),The Girl Who Played with Fire (Millennium Series),Non Fiction,0.993864951747726
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Non Fiction,0.9879951669111928
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),The Guernsey Literary and Potato Peel Pie Society,Non Fiction,0.9857435275982778
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Eclipse (Twilight Sagas),Non Fiction,0.9850245767200342
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Non Fiction,0.9816496909938455
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,The Help,Non Fiction,0.9693818892311887
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,The Help,Non Fiction,0.953962088343982
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,The Art of Racing in the Rain: A Novel,Non Fiction,0.9518435421562851
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,The Art of Racing in the Rain: A Novel,Non Fiction,0.9475647599227651
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Sookie Stackhouse,Non Fiction,0.9943199546182456
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,"Mastering the Art of French Cooking, Vol. 2",Non Fiction,0.9890577652881919
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Non Fiction,0.9870796695086216
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,The 5 Love Languages: The Secret to Love That Lasts,Non Fiction,0.979047492144834
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,"Towers of Midnight (Wheel of Time, Book Thirteen)",Non Fiction,0.9765789799495525
Inheritance: Book IV (Inheritance Cycle),Steve Jobs,Fiction,0.9869121231804333
Inheritance: Book IV (Inheritance Cycle),11/22/63: A Novel,Fiction,0.9858249161221274
Inheritance: Book IV (Inheritance Cycle),Steve Jobs,Fiction,0.9798547266870056
Inheritance: Book IV (Inheritance Cycle),Sookie Stackhouse,Fiction,0.9735435605893837
Inheritance: Book IV (Inheritance Cycle),George Washington's Sacred Fire,Fiction,0.957863100605973
"The Son of Neptune (Heroes of Olympus, Book 2)","The Mark of Athena (Heroes of Olympus, Book 3)",Fiction,0.9828561143899178
"The Son of Neptune (Heroes of Olympus, Book 2)","The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Fiction,0.9817304338611247
"The Son of Neptune (Heroes of Olympus, Book 2)","The Last Olympian (Percy Jackson and the Olympians, Book 5)",Fiction,0.9804481477052253
"The Son of Neptune (Heroes of Olympus, Book 2)",The 5000 Year Leap,Fiction,0.9676307196307237
"The Son of Neptune (Heroes of Olympus, Book 2)","The Last Olympian (Percy Jackson and the Olympians, Book 5)",Fiction,0.9649799329661874
The Immortal Life of Henrietta Lacks,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Non Fiction,0.9967711648810457
The Immortal Life of Henrietta Lacks,The Girl Who Played with Fire (Millennium Series),Non Fiction,0.9910867876057201
The Immortal Life of Henrietta Lacks,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Non Fiction,0.9875467221628962
The Immortal Life of Henrietta Lacks,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Non Fiction,0.9873268343175121
The Immortal Life of Henrietta Lacks,Eclipse (Twilight Sagas),Non Fiction,0.9864962738065725
Catching Fire (The Hunger Games),Catching Fire (The Hunger Games),Fiction,0.98983187912555
Catching Fire (The Hunger Games),Catching Fire (The Hunger Games),Fiction,0.9809976996686485
Catching Fire (The Hunger Games),The Hunger Games,Fiction,0.9649526931995377
Catching Fire (The Hunger Games),"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Fiction,0.9525239504620855
Catching Fire (The Hunger Games),The Hunger Games (Book 1),Fiction,0.950831090661225
Cutting for Stone,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Fiction,0.9987921972386938
Cutting for Stone,Sarah's Key,Fiction,0.9981076240706995
Cutting for Stone,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Fiction,0.9964255700559552
Cutting for Stone,"The Red Pyramid (The Kane Chronicles, Book 1)",Fiction,0.9943834082895947
Cutting for Stone,Cutting for Stone,Fiction,0.9921858612951195
